Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 11/03  13:00:00,711,0.8450736701,1.7775,0.436
 11/03  14:00:00,622,0.8146857753,1.555,0.456
 11/03  15:00:00,474,0.8318694113,1.185,0.459
 11/03  16:00:00,277,0.9352411785,0.6925,0.496
 11/03  17:00:00,60,1.2332167338,0.15,0.502
 11/03  18:00:00,0,1.7391989144,0,0.492
 11/03  19:00:00,0,2.0035710683,0,0.533
 11/03  20:00:00,0,1.9152986882,0,0.513
 11/03  21:00:00,0,1.8336787041,0,0.534
 11/03  22:00:00,0,1.6816096607,0,0.494
 11/03  23:00:00,0,1.3787750304,0,0.454
 11/03  24:00:00,0,1.1001624759,0,0.4
 11/04  01:00:00,0,0.8211887548,0,0.366
 11/04  02:00:00,0,0.7111766959,0,0.399
 11/04  03:00:00,0,0.6626842889,0,0.387
 11/04  04:00:00,0,0.6536805517,0,0.333
 11/04  05:00:00,0,0.6649252121,0,0.301
 11/04  06:00:00,0,0.7219645991,0,0.3
 11/04  07:00:00,20,0.8949955816,0.05,0.285
 11/04  08:00:00,209,1.1513846084,0.5225,0.295
 11/04  09:00:00,417,1.1138301389,1.0425,0.263
 11/04  10:00:00,580,0.9989535658,1.45,0.245
 11/04  11:00:00,686,1.0055973157,1.715,0.252
 11/04  12:00:00,729,0.9953894568,1.8225,0.226
 11/04  13:00:00,705,0.9700736857,1.7625,0.198
 11/04  14:00:00,616,0.9394596078,1.54,0.211
 11/04  15:00:00,468,0.9459172979,1.17,0.229
 11/04  16:00:00,272,1.0412478627,0.68,0.222
 11/04  17:00:00,56,1.3260112646,0.14,0.269
 11/04  18:00:00,0,1.8259970745,0,0.314
 11/04  19:00:00,0,2.0721809434,0,0.328
 11/04  20:00:00,0,1.9698009275,0,0.339
 11/04  21:00:00,0,1.8776733243,0,0.326
 11/04  22:00:00,0,1.7188409022,0,0.277
 11/04  23:00:00,0,1.394357065,0,0.226
 11/04  24:00:00,0,1.0851938386,0,0.203
 11/05  01:00:00,0,0.7780875567,0,0.188
 11/05  02:00:00,0,0.6575882692,0,0.186
 11/05  03:00:00,0,0.596325694,0,0.165
 11/05  04:00:00,0,0.585394112,0,0.154
 11/05  05:00:00,0,0.5873051219,0,0.166
 11/05  06:00:00,0,0.6506276751,0,0.163
 11/05  07:00:00,18,0.8354697693,0.045,0.154
 11/05  08:00:00,204,1.0957091785,0.51,0.123
 11/05  09:00:00,411,1.0698669734,1.0275,0.12
 11/05  10:00:00,574,0.9681379626,1.435,0.14
 11/05  11:00:00,680,1.0001023366,1.7,0.177
 11/05  12:00:00,723,0.9820092798,1.8075,0.175
 11/05  13:00:00,699,0.9349871161,1.7475,0.205
 11/05  14:00:00,610,0.908733988,1.525,0.212
 11/05  15:00:00,463,0.9231549155,1.1575,0.221
 11/05  16:00:00,267,1.0116468524,0.6675,0.256
 11/05  17:00:00,53,1.3097545775,0.1325,0.283
 11/05  18:00:00,0,1.8097618051,0,0.375
 11/05  19:00:00,0,2.068277826,0,0.448
 11/05  20:00:00,0,1.9707320493,0,0.493
 11/05  21:00:00,0,1.8820937611,0,0.505
 11/05  22:00:00,0,1.7172651624,0,0.575
 11/05  23:00:00,0,1.3980833007,0,0.61
 11/05  24:00:00,0,1.0954727677,0,0.569
 11/06  01:00:00,0,0.7819715283,0,0.566
 11/06  02:00:00,0,0.6770839688,0,0.581
 11/06  03:00:00,0,0.6233411742,0,0.605
 11/06  04:00:00,0,0.6135268531,0,0.622
 11/06  05:00:00,0,0.6149292508,0,0.637
 11/06  06:00:00,0,0.6725356134,0,0.577
 11/06  07:00:00,16,0.8481447951,0.04,0.579
 11/06  08:00:00,199,1.0896562004,0.4975,0.535
 11/06  09:00:00,405,1.0520954271,1.0125,0.539
 11/06  10:00:00,568,0.9173289867,1.42,0.529
 11/06  11:00:00,675,0.9052375441,1.6875,0.486
 11/06  12:00:00,717,0.8753676917,1.7925,0.405
 11/06  13:00:00,694,0.8378481729,1.735,0.326
 11/06  14:00:00,605,0.8043843775,1.5125,0.314
 11/06  15:00:00,457,0.8094443056,1.1425,0.306
 11/06  16:00:00,261,0.9035475103,0.6525,0.337
 11/06  17:00:00,50,1.2007084469,0.125,0.409
 11/06  18:00:00,0,1.6987788075,0,0.45
 11/06  19:00:00,0,1.9632331163,0,0.478
 11/06  20:00:00,0,1.8713893249,0,0.432
 11/06  21:00:00,0,1.7895459014,0,0.455
 11/06  22:00:00,0,1.6450733107,0,0.442
 11/06  23:00:00,0,1.3457546444,0,0.428
 11/06  24:00:00,0,1.0618644877,0,0.425
 11/07  01:00:00,0,0.7677664794,0,0.432
 11/07  02:00:00,0,0.666061535,0,0.464
 11/07  03:00:00,0,0.6158080127,0,0.419
 11/07  04:00:00,0,0.5982927015,0,0.41
 11/07  05:00:00,0,0.5957583198,0,0.419
 11/07  06:00:00,0,0.6497400063,0,0.427
 11/07  07:00:00,14,0.8222122361,0.035,0.487
 11/07  08:00:00,193,1.0590885974,0.4825,0.513
 11/07  09:00:00,400,1.0234533818,1,0.547
 11/07  10:00:00,562,0.9089431654,1.405,0.578
 11/07  11:00:00,669,0.8773383622,1.6725,0.536
 11/07  12:00:00,712,0.8625560037,1.78,0.5
 11/07  13:00:00,688,0.8344074024,1.72,0.492
 11/07  14:00:00,599,0.7920220777,1.4975,0.52
 11/07  15:00:00,452,0.8021538295,1.13,0.547
 11/07  16:00:00,256,0.8938917892,0.64,0.598
 11/07  17:00:00,47,1.1830940195,0.1175,0.671
 11/07  18:00:00,0,1.6595131906,0,0.706
 11/07  19:00:00,0,1.9284566437,0,0.737
 11/07  20:00:00,0,1.8437379575,0,0.753
 11/07  21:00:00,0,1.7579532672,0,0.705
 11/07  22:00:00,0,1.6142890371,0,0.671
 11/07  23:00:00,0,1.3176574359,0,0.641
 11/07  24:00:00,0,1.0248505097,0,0.624
 11/08  01:00:00,0,0.7337580387,0,0.61
 11/08  02:00:00,0,0.6278531695,0,0.606
 11/08  03:00:00,0,0.5912322124,0,0.616
 11/08  04:00:00,0,0.5954019893,0,0.621
 11/08  05:00:00,0,0.6074368976,0,0.665
 11/08  06:00:00,0,0.6655637751,0,0.676
 11/08  07:00:00,12,0.8572284308,0.03,0.701
 11/08  08:00:00,188,1.0855402821,0.47,0.72
 11/08  09:00:00,394,1.0315725957,0.985,0.729
 11/08  10:00:00,557,0.9020252406,1.3925,0.701
 11/08  11:00:00,663,0.9108359318,1.6575,0.749
 11/08  12:00:00,706,0.8884971473,1.765,0.779
 11/08  13:00:00,682,0.8582266293,1.705,0.759
 11/08  14:00:00,594,0.8664649253,1.485,0.782
 11/08  15:00:00,447,0.8904918409,1.1175,0.868
 11/08  16:00:00,251,0.9835153189,0.6275,0.933
 11/08  17:00:00,44,1.2821829224,0.11,0.978
 11/08  18:00:00,0,1.7942784984,0,1.024
 11/08  19:00:00,0,2.0473643773,0,1.044
 11/08  20:00:00,0,1.9605852661,0,1.023
 11/08  21:00:00,0,1.8762798522,0,1.069
 11/08  22:00:00,0,1.718830708,0,1.134
 11/08  23:00:00,0,1.4220200614,0,1.158
 11/08  24:00:00,0,1.1357624981,0,1.129
 11/09  01:00:00,0,0.841788846,0,1.135
 11/09  02:00:00,0,0.7346031493,0,1.111
 11/09  03:00:00,0,0.6882425637,0,1.11
 11/09  04:00:00,0,0.6744602472,0,1.137
 11/09  05:00:00,0,0.6784824287,0,1.128
 11/09  06:00:00,0,0.7367283316,0,1.145
 11/09  07:00:00,11,0.9015273293,0.0275,1.095
 11/09  08:00:00,182,1.1423342299,0.455,1.051
 11/09  09:00:00,389,1.0901398234,0.9725,0.988
 11/09  10:00:00,551,0.9483083854,1.3775,0.952
 11/09  11:00:00,657,0.9693139608,1.6425,0.932
 11/09  12:00:00,700,0.9508249122,1.75,0.919
 11/09  13:00:00,677,0.9158677662,1.6925,0.897
 11/09  14:00:00,588,0.9070285694,1.47,0.879
 11/09  15:00:00,442,0.9243618971,1.105,0.987
 11/09  16:00:00,247,1.0244456617,0.6175,1.043
 11/09  17:00:00,41,1.3178333724,0.1025,1.067
 11/09  18:00:00,0,1.8311411419,0,1.103
 11/09  19:00:00,0,2.0786079212,0,1.103
 11/09  20:00:00,0,1.9870879482,0,1.002
 11/09  21:00:00,0,1.8992259082,0,0.919
 11/09  22:00:00,0,1.7486082021,0,0.963
 11/09  23:00:00,0,1.4539066317,0,1.001
 11/09  24:00:00,0,1.1638347995,0,1.014
 11/10  01:00:00,0,0.8742726284,0,0.941
 11/10  02:00:00,0,0.7682592547,0,0.853
 11/10  03:00:00,0,0.7232181503,0,0.79
 11/10  04:00:00,0,0.7129168813,0,0.78
 11/10  05:00:00,0,0.7144911894,0,0.793
 11/10  06:00:00,0,0.7624666068,0,0.765
 11/10  07:00:00,9,0.9408847812,0.0225,0.719
 11/10  08:00:00,177,1.1696508968,0.4425,0.761
 11/10  09:00:00,383,1.1207511482,0.9575,0.778
 11/10  10:00:00,545,1.0063470507,1.3625,0.831
 11/10  11:00:00,652,1.0377743569,1.63,0.773
 11/10  12:00:00,695,1.0164875138,1.7375,0.76
 11/10  13:00:00,671,0.98874045,1.6775,0.84
 11/10  14:00:00,583,0.9403486669,1.4575,0.842
 11/10  15:00:00,437,0.9330267935,1.0925,0.791
 11/10  16:00:00,242,1.0236433189,0.605,0.751
 11/10  17:00:00,39,1.3065354012,0.0975,0.696
 11/10  18:00:00,0,1.8091460036,0,0.64
 11/10  19:00:00,0,2.0826991226,0,0.574
 11/10  20:00:00,0,1.9590204835,0,0.535
 11/10  21:00:00,0,1.8632528137,0,0.525
 11/10  22:00:00,0,1.70010414,0,0.529
 11/10  23:00:00,0,1.3875137638,0,0.503
 11/10  24:00:00,0,1.0959183844,0,0.51
 11/11  01:00:00,0,0.8049364524,0,0.513
 11/11  02:00:00,0,0.6891306843,0,0.541
 11/11  03:00:00,0,0.6356208607,0,0.551
 11/11  04:00:00,0,0.6257026518,0,0.551
 11/11  05:00:00,0,0.6231407258,0,0.545
 11/11  06:00:00,0,0.6770874532,0,0.563
 11/11  07:00:00,8,0.8499722583,0.02,0.616
 11/11  08:00:00,172,1.1054072694,0.43,0.713
 11/11  09:00:00,378,1.0879969185,0.945,0.714
 11/11  10:00:00,540,0.9787287925,1.35,0.699
 11/11  11:00:00,646,0.9986076395,1.615,0.649
 11/11  12:00:00,689,0.9729400809,1.7225,0.513
 11/11  13:00:00,666,0.9438182907,1.665,0.403
 11/11  14:00:00,578,0.8946381092,1.445,0.337
 11/11  15:00:00,432,0.8936182348,1.08,0.332
 11/11  16:00:00,237,0.9852361344,0.5925,0.294
 11/11  17:00:00,36,1.2752867149,0.09,0.299
 11/11  18:00:00,0,1.7768009102,0,0.298
 11/11  19:00:00,0,2.0406335213,0,0.294
 11/11  20:00:00,0,1.9504285734,0,0.243
 11/11  21:00:00,0,1.8693000176,0,0.218
 11/11  22:00:00,0,1.7192860669,0,0.198
 11/11  23:00:00,0,1.4109593343,0,0.175
 11/11  24:00:00,0,1.1127985931,0,0.148
 11/12  01:00:00,0,0.8136465629,0,0.157
 11/12  02:00:00,0,0.6999496731,0,0.153
 11/12  03:00:00,0,0.6496367322,0,0.131
 11/12  04:00:00,0,0.6453970799,0,0.118
 11/12  05:00:00,0,0.6487327787,0,0.129
 11/12  06:00:00,0,0.7046435192,0,0.126
 11/12  07:00:00,7,0.8939400631,0.0175,0.121
 11/12  08:00:00,167,1.1610766619,0.4175,0.1
 11/12  09:00:00,372,1.1332726481,0.93,0.092
 11/12  10:00:00,534,1.0325730182,1.335,0.102
 11/12  11:00:00,641,1.0364140313,1.6025,0.128
 11/12  12:00:00,684,1.0536691224,1.71,0.154
 11/12  13:00:00,661,1.0310388926,1.6525,0.197
 11/12  14:00:00,573,1.0009737997,1.4325,0.207
 11/12  15:00:00,427,1.0041834767,1.0675,0.238
 11/12  16:00:00,233,1.0907369239,0.5825,0.367
 11/12  17:00:00,34,1.3714794036,0.085,0.494
 11/12  18:00:00,0,1.874703117,0,0.617
 11/12  19:00:00,0,2.1162409375,0,0.575
 11/12  20:00:00,0,2.0170021618,0,0.482
 11/12  21:00:00,0,1.9245908467,0,0.486
 11/12  22:00:00,0,1.7599988202,0,0.483
 11/12  23:00:00,0,1.4435022255,0,0.437
 11/12  24:00:00,0,1.1415935234,0,0.475
 11/13  01:00:00,0,0.8318382628,0,0.485
 11/13  02:00:00,0,0.7194733627,0,0.461
 11/13  03:00:00,0,0.6720847559,0,0.497
 11/13  04:00:00,0,0.6636648894,0,0.508
 11/13  05:00:00,0,0.6674464609,0,0.447
 11/13  06:00:00,0,0.7288151667,0,0.437
 11/13  07:00:00,6,0.9157714677,0.015,0.46
 11/13  08:00:00,161,1.1674251659,0.4025,0.445
 11/13  09:00:00,367,1.1021932455,0.9175,0.401
 11/13  10:00:00,529,0.9613409734,1.3225,0.372
 11/13  11:00:00,635,0.9693501125,1.5875,0.3
 11/13  12:00:00,678,0.9353853178,1.695,0.225
 11/13  13:00:00,655,0.9033873671,1.6375,0.205
 11/13  14:00:00,568,0.8696697927,1.42,0.236
 11/13  15:00:00,422,0.8801830947,1.055,0.232
 11/13  16:00:00,228,0.9822948449,0.57,0.245
 11/13  17:00:00,32,1.2844202526,0.08,0.331
 11/13  18:00:00,0,1.8042686037,0,0.423
 11/13  19:00:00,0,2.0675336514,0,0.479
 11/13  20:00:00,0,1.9758857386,0,0.537
 11/13  21:00:00,0,1.8952026617,0,0.602
 11/13  22:00:00,0,1.744557017,0,0.635
 11/13  23:00:00,0,1.4427335695,0,0.608
 11/13  24:00:00,0,1.1567280869,0,0.555
 11/14  01:00:00,0,0.8696566616,0,0.5
 11/14  02:00:00,0,0.763440416,0,0.474
 11/14  03:00:00,0,0.7093005697,0,0.472
 11/14  04:00:00,0,0.7040906384,0,0.437
 11/14  05:00:00,0,0.7088159953,0,0.405
 11/14  06:00:00,0,0.7717620767,0,0.375
 11/14  07:00:00,5,0.9532776971,0.0125,0.332
 11/14  08:00:00,156,1.1778730866,0.39,0.262
 11/14  09:00:00,361,1.1174193799,0.9025,0.214
 11/14  10:00:00,523,0.9648447007,1.3075,0.179
 11/14  11:00:00,630,0.9542262853,1.575,0.15
 11/14  12:00:00,673,0.9178546488,1.6825,0.108
 11/14  13:00:00,650,0.8798897381,1.625,0.091
 11/14  14:00:00,563,0.8452871106,1.4075,0.067
 11/14  15:00:00,418,0.8531859005,1.045,0.084
 11/14  16:00:00,224,0.9551588352,0.56,0.077
 11/14  17:00:00,30,1.2524398351,0.075,0.074
 11/14  18:00:00,0,1.7567176081,0,0.056
 11/14  19:00:00,0,2.0188198564,0,0.052
 11/14  20:00:00,0,1.9243832875,0,0.041
 11/14  21:00:00,0,1.8426493203,0,0.03
 11/14  22:00:00,0,1.6852070696,0,0.024
 11/14  23:00:00,0,1.3761912566,0,0.026
 11/14  24:00:00,0,1.0913511416,0,0.051
 11/15  01:00:00,0,0.8097575907,0,0.102
 11/15  02:00:00,0,0.6936401039,0,0.168
 11/15  03:00:00,0,0.6443598786,0,0.339
 11/15  04:00:00,0,0.6383061422,0,0.535
 11/15  05:00:00,0,0.6387367578,0,0.626
 11/15  06:00:00,0,0.6914336464,0,0.732
 11/15  07:00:00,4,0.8733321118,0.01,0.904
 11/15  08:00:00,151,1.109818105,0.3775,0.976
 11/15  09:00:00,356,1.053607048,0.89,1.006
 11/15  10:00:00,518,0.9137245693,1.295,1.139
 11/15  11:00:00,624,0.9045090289,1.56,1.165
 11/15  12:00:00,668,0.8809048409,1.67,1.074
 11/15  13:00:00,645,0.8440902388,1.6125,1.019
 11/15  14:00:00,559,0.8134012039,1.3975,1.01
 11/15  15:00:00,413,0.8235531826,1.0325,1.059
 11/15  16:00:00,220,0.9211232596,0.55,1.063
 11/15  17:00:00,28,1.2233435752,0.07,1.007
 11/15  18:00:00,0,1.7271974583,0,0.963
 11/15  19:00:00,0,1.9905802177,0,0.941
 11/15  20:00:00,0,1.900207291,0,0.813
 11/15  21:00:00,0,1.8134745022,0,0.732
 11/15  22:00:00,0,1.6614187452,0,0.605
 11/15  23:00:00,0,1.3678896101,0,0.486
 11/15  24:00:00,0,1.0924872265,0,0.404
 11/16  01:00:00,0,0.8048163879,0,0.327
 11/16  02:00:00,0,0.7003980323,0,0.232
 11/16  03:00:00,0,0.652003343,0,0.178
 11/16  04:00:00,0,0.6288854886,0,0.18
 11/16  05:00:00,0,0.6293699405,0,0.186
 11/16  06:00:00,0,0.689536793,0,0.262
 11/16  07:00:00,3,0.8717713311,0.0075,0.394
 11/16  08:00:00,146,1.100920968,0.365,0.59
 11/16  09:00:00,351,1.0597780187,0.8775,0.606
 11/16  10:00:00,513,0.9399709104,1.2825,0.601
 11/16  11:00:00,619,0.9579313761,1.5475,0.707
 11/16  12:00:00,663,0.9370934763,1.6575,0.827
 11/16  13:00:00,641,0.8909530812,1.6025,0.833
 11/16  14:00:00,554,0.8481292868,1.385,0.805
 11/16  15:00:00,409,0.8456748106,1.0225,0.928
 11/16  16:00:00,216,0.9418354306,0.54,0.806
 11/16  17:00:00,26,1.2369635053,0.065,0.858
 11/16  18:00:00,0,1.7567562105,0,0.851
 11/16  19:00:00,0,2.0122661425,0,0.915
 11/16  20:00:00,0,1.9259396285,0,0.897
 11/16  21:00:00,0,1.8489937228,0,0.861
 11/16  22:00:00,0,1.6981347945,0,0.854
 11/16  23:00:00,0,1.3944222927,0,0.827
 11/16  24:00:00,0,1.1085483963,0,0.91
 11/17  01:00:00,0,0.8221918008,0,1.075
 11/17  02:00:00,0,0.7091563904,0,1.187
 11/17  03:00:00,0,0.6607053335,0,1.095
 11/17  04:00:00,0,0.6540271785,0,0.891
 11/17  05:00:00,0,0.6502130794,0,0.87
 11/17  06:00:00,0,0.7038943594,0,0.728
 11/17  07:00:00,2,0.8802369381,0.005,0.51
 11/17  08:00:00,141,1.1160791751,0.3525,0.41
 11/17  09:00:00,346,1.0786844129,0.865,0.542
 11/17  10:00:00,507,0.9558796765,1.2675,0.636
 11/17  11:00:00,614,0.9667266096,1.535,0.667
 11/17  12:00:00,658,0.9488058349,1.645,0.775
 11/17  13:00:00,636,0.9201205472,1.59,0.893
 11/17  14:00:00,549,0.8856227282,1.3725,0.864
 11/17  15:00:00,405,0.8880075524,1.0125,0.88
 11/17  16:00:00,213,0.9759346392,0.5325,0.909
 11/17  17:00:00,25,1.2595012998,0.0625,1.012
 11/17  18:00:00,0,1.7543573668,0,0.964
 11/17  19:00:00,0,2.0075739754,0,1.04
 11/17  20:00:00,0,1.9083273383,0,1.072
 11/17  21:00:00,0,1.8189406942,0,1.015
 11/17  22:00:00,0,1.6596920053,0,0.96
 11/17  23:00:00,0,1.3499106936,0,0.952
 11/17  24:00:00,0,1.0592813433,0,1.03
 11/18  01:00:00,0,0.7717244545,0,1.128
 11/18  02:00:00,0,0.6540308232,0,1.18
 11/18  03:00:00,0,0.6030627103,0,1.199
 11/18  04:00:00,0,0.5932274877,0,1.188
 11/18  05:00:00,0,0.6047560978,0,1.119
 11/18  06:00:00,0,0.6691073748,0,1.129
 11/18  07:00:00,2,0.8483294641,0.005,1.053
 11/18  08:00:00,136,1.0981920001,0.34,0.949
 11/18  09:00:00,340,1.0752988475,0.85,0.899
 11/18  10:00:00,502,0.961244633,1.255,0.895
 11/18  11:00:00,609,0.9739312688,1.5225,0.852
 11/18  12:00:00,653,0.9571598559,1.6325,0.857
 11/18  13:00:00,631,0.9326949981,1.5775,0.896
 11/18  14:00:00,545,0.9028212525,1.3625,0.952
 11/18  15:00:00,401,0.9056107266,1.0025,0.97
 11/18  16:00:00,209,0.9914974614,0.5225,1.024
 11/18  17:00:00,23,1.2760911192,0.0575,1.149
 11/18  18:00:00,0,1.770014914,0,1.068
 11/18  19:00:00,0,2.0232773987,0,1.036
 11/18  20:00:00,0,1.9264728808,0,1.037
 11/18  21:00:00,0,1.8383550455,0,0.939
 11/18  22:00:00,0,1.6801240038,0,0.9
 11/18  23:00:00,0,1.3635486429,0,0.932
 11/18  24:00:00,0,1.059468095,0,0.843
 11/19  01:00:00,0,0.7544567227,0,0.779
 11/19  02:00:00,0,0.635592185,0,0.78
 11/19  03:00:00,0,0.5818011474,0,0.781
 11/19  04:00:00,0,0.5717697125,0,0.74
 11/19  05:00:00,0,0.5670166032,0,0.717
 11/19  06:00:00,0,0.6216326043,0,0.714
 11/19  07:00:00,1,0.7902351673,0.0025,0.588
 11/19  08:00:00,131,1.0518809526,0.3275,0.47
 11/19  09:00:00,335,1.0348092467,0.8375,0.375
 11/19  10:00:00,497,0.9265583583,1.2425,0.434
 11/19  11:00:00,604,0.9350594589,1.51,0.463
 11/19  12:00:00,648,0.9193495818,1.62,0.497
 11/19  13:00:00,627,0.897844271,1.5675,0.623
 11/19  14:00:00,541,0.8522351074,1.3525,0.646
 11/19  15:00:00,397,0.8638273727,0.9925,0.697
 11/19  16:00:00,206,0.9565649009,0.515,0.748
 11/19  17:00:00,22,1.2486694872,0.055,0.73
 11/19  18:00:00,0,1.763358538,0,0.612
 11/19  19:00:00,0,2.0200605207,0,0.538
 11/19  20:00:00,0,1.9298971481,0,0.509
 11/19  21:00:00,0,1.8497125388,0,0.486
 11/19  22:00:00,0,1.6965355966,0,0.4
 11/19  23:00:00,0,1.3842305345,0,0.358
 11/19  24:00:00,0,1.0846549384,0,0.342
 11/20  01:00:00,0,0.7784214913,0,0.38
 11/20  02:00:00,0,0.6692461081,0,0.38
 11/20  03:00:00,0,0.6224139259,0,0.405
 11/20  04:00:00,0,0.6121965745,0,0.392
 11/20  05:00:00,0,0.61381335,0,0.47
 11/20  06:00:00,0,0.6697621418,0,0.468
 11/20  07:00:00,1,0.8365358519,0.0025,0.512
 11/20  08:00:00,126,1.1068095335,0.315,0.557
 11/20  09:00:00,330,1.0652574029,0.825,0.567
 11/20  10:00:00,492,0.9414336709,1.23,0.683
 11/20  11:00:00,599,0.9510801156,1.4975,0.769
 11/20  12:00:00,643,0.9382089867,1.6075,0.855
 11/20  13:00:00,622,0.9095431804,1.555,0.904
 11/20  14:00:00,537,0.8840535022,1.3425,0.974
 11/20  15:00:00,393,0.8932979051,0.9825,1.049
 11/20  16:00:00,202,0.9884404447,0.505,1.073
 11/20  17:00:00,21,1.2760393949,0.0525,1.077
 11/20  18:00:00,0,1.77655187,0,1.056
 11/20  19:00:00,0,2.0291430052,0,1.028
 11/20  20:00:00,0,1.9293916686,0,1.005
 11/20  21:00:00,0,1.8385280712,0,1.046
 11/20  22:00:00,0,1.6764805178,0,1.041
 11/20  23:00:00,0,1.3650499976,0,0.998
 11/20  24:00:00,0,1.0745883198,0,0.885
 11/21  01:00:00,0,0.7780790997,0,0.772
 11/21  02:00:00,0,0.660840366,0,0.741
 11/21  03:00:00,0,0.6077963721,0,0.839
 11/21  04:00:00,0,0.594939105,0,0.802
 11/21  05:00:00,0,0.5935755331,0,0.717
 11/21  06:00:00,0,0.6466647449,0,0.653
 11/21  07:00:00,0,0.8074452789,0,0.591
 11/21  08:00:00,122,1.0727376584,0.305,0.487
 11/21  09:00:00,325,1.0376694134,0.8125,0.464
 11/21  10:00:00,487,0.9198461194,1.2175,0.504
 11/21  11:00:00,594,0.9410977407,1.485,0.523
 11/21  12:00:00,639,0.9339997397,1.5975,0.51
 11/21  13:00:00,618,0.9125872234,1.545,0.468
 11/21  14:00:00,533,0.8861636315,1.3325,0.532
 11/21  15:00:00,390,0.8860674761,0.975,0.595
 11/21  16:00:00,199,0.977156843,0.4975,0.674
 11/21  17:00:00,19,1.260077196,0.0475,0.675
 11/21  18:00:00,0,1.7540641678,0,0.698
 11/21  19:00:00,0,2.0062723658,0,0.784
 11/21  20:00:00,0,1.91007634,0,0.803
 11/21  21:00:00,0,1.8220157602,0,0.869
 11/21  22:00:00,0,1.6628682261,0,0.798
 11/21  23:00:00,0,1.3601081062,0,0.765
 11/21  24:00:00,0,1.0756523305,0,0.666
 11/22  01:00:00,0,0.7900022164,0,0.597
 11/22  02:00:00,0,0.6815655019,0,0.566
 11/22  03:00:00,0,0.6367394344,0,0.638
 11/22  04:00:00,0,0.6305536925,0,0.606
 11/22  05:00:00,0,0.6336937131,0,0.619
 11/22  06:00:00,0,0.6903910124,0,0.69
 11/22  07:00:00,0,0.8667657921,0,0.772
 11/22  08:00:00,117,1.1050086305,0.2925,0.868
 11/22  09:00:00,320,1.0711752948,0.8,0.898
 11/22  10:00:00,482,0.9194256994,1.205,0.953
 11/22  11:00:00,589,0.9372168986,1.4725,0.917
 11/22  12:00:00,634,0.9234203799,1.585,0.809
 11/22  13:00:00,614,0.9002132986,1.535,0.707
 11/22  14:00:00,529,0.8563920182,1.3225,0.612
 11/22  15:00:00,386,0.8563740503,0.965,0.616
 11/22  16:00:00,196,0.9548426905,0.49,0.705
 11/22  17:00:00,18,1.2445617433,0.045,0.734
 11/22  18:00:00,0,1.7602689808,0,0.775
 11/22  19:00:00,0,2.0191086346,0,0.784
 11/22  20:00:00,0,1.9306202728,0,0.833
 11/22  21:00:00,0,1.8524791813,0,0.834
 11/22  22:00:00,0,1.7010101505,0,0.861
 11/22  23:00:00,0,1.4015620632,0,0.736
 11/22  24:00:00,0,1.1165981762,0,0.67
 11/23  01:00:00,0,0.8308800306,0,0.616
 11/23  02:00:00,0,0.7209866366,0,0.578
 11/23  03:00:00,0,0.675677595,0,0.46
 11/23  04:00:00,0,0.6687606603,0,0.367
 11/23  05:00:00,0,0.6707848526,0,0.221
 11/23  06:00:00,0,0.729487867,0,0.141
 11/23  07:00:00,0,0.8953638264,0,0.151
 11/23  08:00:00,112,1.1676290632,0.28,0.166
 11/23  09:00:00,315,1.110612964,0.7875,0.177
 11/23  10:00:00,478,0.9535368447,1.195,0.222
 11/23  11:00:00,585,0.9397012476,1.4625,0.412
 11/23  12:00:00,630,0.9009210082,1.575,0.55
 11/23  13:00:00,610,0.8608634471,1.525,0.637
 11/23  14:00:00,525,0.8243205032,1.3125,0.616
 11/23  15:00:00,383,0.8299257454,0.9575,0.682
 11/23  16:00:00,193,0.9269496978,0.4825,0.768
 11/23  17:00:00,17,1.2250398287,0.0425,1.005
 11/23  18:00:00,0,1.7271218935,0,1.284
 11/23  19:00:00,0,1.9901622473,0,1.356
 11/23  20:00:00,0,1.8975625327,0,1.313
 11/23  21:00:00,0,1.8195512029,0,1.231
 11/23  22:00:00,0,1.666455605,0,1.233
 11/23  23:00:00,0,1.3571601664,0,1.228
 11/23  24:00:00,0,1.0751542371,0,1.21
 11/24  01:00:00,0,0.7802231355,0,1.039
 11/24  02:00:00,0,0.6660046786,0,0.966
 11/24  03:00:00,0,0.6117312567,0,0.844
 11/24  04:00:00,0,0.600494844,0,0.815
 11/24  05:00:00,0,0.5947430798,0,0.83
 11/24  06:00:00,0,0.6448394886,0,0.786
 11/24  07:00:00,0,0.8156281218,0,0.689
 11/24  08:00:00,108,1.0570391227,0.27,0.729
 11/24  09:00:00,311,1.026047578,0.7775,0.652
 11/24  10:00:00,473,0.9080621311,1.1825,0.633
 11/24  11:00:00,580,0.9284367087,1.45,0.571
 11/24  12:00:00,626,0.9234090359,1.565,0.541
 11/24  13:00:00,606,0.8995170215,1.515,0.537
 11/24  14:00:00,522,0.8687245791,1.305,0.523
 11/24  15:00:00,380,0.8731014268,0.95,0.481
 11/24  16:00:00,191,0.9630902698,0.4775,0.41
 11/24  17:00:00,16,1.248370783,0.04,0.438
 11/24  18:00:00,0,1.7396257648,0,0.438
 11/24  19:00:00,0,1.9926117476,0,0.445
 11/24  20:00:00,0,1.8926829101,0,0.438
 11/24  21:00:00,0,1.802404873,0,0.452
 11/24  22:00:00,0,1.639632439,0,0.495
 11/24  23:00:00,0,1.3236439068,0,0.551
