Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 01/22  03:00:00,0,0.8701344169,0,0.541
 01/22  04:00:00,0,0.8545442011,0,0.679
 01/22  05:00:00,0,0.8622293571,0,0.69
 01/22  06:00:00,0,0.9166694521,0,0.732
 01/22  07:00:00,0,1.1459005445,0,0.709
 01/22  08:00:00,47,1.4890228546,0.1175,0.61
 01/22  09:00:00,250,1.3942707747,0.625,0.622
 01/22  10:00:00,434,1.1881260148,1.085,0.678
 01/22  11:00:00,568,1.2054933859,1.42,0.728
 01/22  12:00:00,641,1.17318847,1.6025,0.641
 01/22  13:00:00,649,1.1346990506,1.6225,0.547
 01/22  14:00:00,591,1.0975012022,1.4775,0.494
 01/22  15:00:00,471,1.1009860746,1.1775,0.422
 01/22  16:00:00,297,1.1714047575,0.7425,0.403
 01/22  17:00:00,87,1.4427501215,0.2175,0.411
 01/22  18:00:00,0,1.9706029904,0,0.355
 01/22  19:00:00,0,2.2795836857,0,0.311
 01/22  20:00:00,0,2.2523423003,0,0.31
 01/22  21:00:00,0,2.0916854887,0,0.333
 01/22  22:00:00,0,1.9241735194,0,0.372
 01/22  23:00:00,0,1.6049481645,0,0.407
 01/22  24:00:00,0,1.2704444637,0,0.446
 01/23  01:00:00,0,0.9483286119,0,0.638
 01/23  02:00:00,0,0.8212378704,0,0.638
 01/23  03:00:00,0,0.775680539,0,0.586
 01/23  04:00:00,0,0.764200123,0,0.554
 01/23  05:00:00,0,0.7592670738,0,0.591
 01/23  06:00:00,0,0.8185509812,0,0.608
 01/23  07:00:00,0,1.0330184363,0,0.699
 01/23  08:00:00,49,1.3636763179,0.1225,0.779
 01/23  09:00:00,254,1.2968254617,0.635,0.804
 01/23  10:00:00,438,1.113311175,1.095,0.775
 01/23  11:00:00,572,1.1331072393,1.43,0.688
 01/23  12:00:00,646,1.1192397866,1.615,0.61
 01/23  13:00:00,654,1.0912997777,1.635,0.543
 01/23  14:00:00,596,1.0666705816,1.49,0.435
 01/23  15:00:00,476,1.0762320827,1.19,0.37
 01/23  16:00:00,302,1.137572912,0.755,0.292
 01/23  17:00:00,92,1.4092128247,0.23,0.246
 01/23  18:00:00,0,1.9326771421,0,0.188
 01/23  19:00:00,0,2.2379434798,0,0.159
 01/23  20:00:00,0,2.1963630447,0,0.165
 01/23  21:00:00,0,2.041095984,0,0.151
 01/23  22:00:00,0,1.8716773569,0,0.124
 01/23  23:00:00,0,1.5561019606,0,0.138
 01/23  24:00:00,0,1.2486545472,0,0.216
 01/24  01:00:00,0,0.9412600159,0,0.323
 01/24  02:00:00,0,0.8201921983,0,0.351
 01/24  03:00:00,0,0.7767684209,0,0.335
 01/24  04:00:00,0,0.7618962193,0,0.339
 01/24  05:00:00,0,0.7585086914,0,0.285
 01/24  06:00:00,0,0.8086228432,0,0.299
 01/24  07:00:00,0,1.0259016754,0,0.334
 01/24  08:00:00,51,1.3550647966,0.1275,0.38
 01/24  09:00:00,257,1.2928909322,0.6425,0.454
 01/24  10:00:00,442,1.1108053475,1.105,0.486
 01/24  11:00:00,577,1.1263908134,1.4425,0.531
 01/24  12:00:00,651,1.1038980005,1.6275,0.618
 01/24  13:00:00,659,1.0673591393,1.6475,0.623
 01/24  14:00:00,601,1.0358361841,1.5025,0.675
 01/24  15:00:00,481,1.0238569434,1.2025,0.697
 01/24  16:00:00,308,1.1029512925,0.77,0.78
 01/24  17:00:00,96,1.3738647105,0.24,0.82
 01/24  18:00:00,0,1.9009106555,0,0.719
 01/24  19:00:00,0,2.2245420075,0,0.718
 01/24  20:00:00,0,2.191781571,0,0.683
 01/24  21:00:00,0,2.0404048944,0,0.573
 01/24  22:00:00,0,1.874642302,0,0.549
 01/24  23:00:00,0,1.5596627057,0,0.456
 01/24  24:00:00,0,1.251754162,0,0.361
 01/25  01:00:00,0,0.945459854,0,0.304
 01/25  02:00:00,0,0.8220567173,0,0.251
 01/25  03:00:00,0,0.7762164368,0,0.253
 01/25  04:00:00,0,0.7619607238,0,0.178
 01/25  05:00:00,0,0.7609907893,0,0.122
 01/25  06:00:00,0,0.8155153036,0,0.076
 01/25  07:00:00,0,1.0304446513,0,0.047
 01/25  08:00:00,54,1.3387770822,0.135,0.031
 01/25  09:00:00,261,1.2907028135,0.6525,0.04
 01/25  10:00:00,447,1.1110731063,1.1175,0.055
 01/25  11:00:00,581,1.1312036372,1.4525,0.11
 01/25  12:00:00,656,1.1109097658,1.64,0.194
 01/25  13:00:00,664,1.0752910362,1.66,0.323
 01/25  14:00:00,607,1.0472443062,1.5175,0.435
 01/25  15:00:00,487,1.0445197322,1.2175,0.624
 01/25  16:00:00,313,1.119226258,0.7825,0.803
 01/25  17:00:00,101,1.3885986952,0.2525,0.914
 01/25  18:00:00,0,1.9066391607,0,0.959
 01/25  19:00:00,0,2.2223024022,0,1.078
 01/25  20:00:00,0,2.1882058226,0,1.045
 01/25  21:00:00,0,2.0500002321,0,1.052
 01/25  22:00:00,0,1.8868990715,0,0.91
 01/25  23:00:00,0,1.577561751,0,0.809
 01/25  24:00:00,0,1.2796134559,0,0.654
 01/26  01:00:00,0,0.9880953422,0,0.579
 01/26  02:00:00,0,0.8515253578,0,0.579
 01/26  03:00:00,0,0.8013799073,0,0.559
 01/26  04:00:00,0,0.7933766542,0,0.562
 01/26  05:00:00,0,0.7932871784,0,0.648
 01/26  06:00:00,0,0.8491950648,0,0.73
 01/26  07:00:00,0,1.0843890331,0,0.756
 01/26  08:00:00,56,1.3969210598,0.14,0.811
 01/26  09:00:00,265,1.3220402997,0.6625,0.817
 01/26  10:00:00,451,1.1194388317,1.1275,0.942
 01/26  11:00:00,586,1.1450070689,1.465,1.046
 01/26  12:00:00,661,1.1077584025,1.6525,1.002
 01/26  13:00:00,670,1.0834056159,1.675,1.082
 01/26  14:00:00,612,1.071767963,1.53,1.066
 01/26  15:00:00,492,1.0808268537,1.23,1.026
 01/26  16:00:00,319,1.1461314307,0.7975,0.937
 01/26  17:00:00,106,1.45103739,0.265,0.964
 01/26  18:00:00,0,1.9737258896,0,0.926
 01/26  19:00:00,0,2.2717874726,0,0.868
 01/26  20:00:00,0,2.2316518629,0,0.869
 01/26  21:00:00,0,2.0873731249,0,0.889
 01/26  22:00:00,0,1.9172658453,0,0.815
 01/26  23:00:00,0,1.6050394908,0,0.898
 01/26  24:00:00,0,1.2980945659,0,1.049
 01/27  01:00:00,0,0.9999811016,0,1.053
 01/27  02:00:00,0,0.8753806661,0,1.036
 01/27  03:00:00,0,0.830410897,0,1.079
 01/27  04:00:00,0,0.8217604242,0,1.04
 01/27  05:00:00,0,0.8206490911,0,0.89
 01/27  06:00:00,0,0.8679550526,0,0.798
 01/27  07:00:00,0,1.1022098695,0,0.699
 01/27  08:00:00,59,1.3955503699,0.1475,0.589
 01/27  09:00:00,269,1.3441843414,0.6725,0.572
 01/27  10:00:00,456,1.1486212318,1.14,0.635
 01/27  11:00:00,591,1.1766027597,1.4775,0.754
 01/27  12:00:00,666,1.1498250115,1.665,0.762
 01/27  13:00:00,675,1.1193514765,1.6875,0.829
 01/27  14:00:00,618,1.0870758575,1.545,0.939
 01/27  15:00:00,498,1.08528908,1.245,0.962
 01/27  16:00:00,324,1.1507552251,0.81,0.993
 01/27  17:00:00,111,1.4173465655,0.2775,0.925
 01/27  18:00:00,0,1.9541966819,0,0.841
 01/27  19:00:00,0,2.264721917,0,0.841
 01/27  20:00:00,0,2.2256617328,0,0.68
 01/27  21:00:00,0,2.0795901299,0,0.531
 01/27  22:00:00,0,1.9091162529,0,0.459
 01/27  23:00:00,0,1.5918779348,0,0.407
 01/27  24:00:00,0,1.2827937079,0,0.32
 01/28  01:00:00,0,0.9827044419,0,0.301
 01/28  02:00:00,0,0.8554537513,0,0.294
 01/28  03:00:00,0,0.8067985403,0,0.345
 01/28  04:00:00,0,0.7929662121,0,0.464
 01/28  05:00:00,0,0.7910264716,0,0.585
 01/28  06:00:00,0,0.8425894757,0,0.654
 01/28  07:00:00,0,1.0624020216,0,0.731
 01/28  08:00:00,61,1.4046409733,0.1525,0.685
 01/28  09:00:00,273,1.3546433087,0.6825,0.702
 01/28  10:00:00,460,1.1433528888,1.15,0.77
 01/28  11:00:00,596,1.1496151638,1.49,0.864
 01/28  12:00:00,671,1.1252633647,1.6775,0.794
 01/28  13:00:00,681,1.0798059322,1.7025,0.792
 01/28  14:00:00,624,1.0480507085,1.56,0.888
 01/28  15:00:00,504,1.0633173845,1.26,0.949
 01/28  16:00:00,330,1.1380117548,0.825,1.055
 01/28  17:00:00,117,1.4133172772,0.2925,1.167
 01/28  18:00:00,0,1.9397565786,0,1.16
 01/28  19:00:00,0,2.2557862547,0,1.091
 01/28  20:00:00,0,2.2239617455,0,1.161
 01/28  21:00:00,0,2.0761039761,0,1.143
 01/28  22:00:00,0,1.9182960623,0,1.175
 01/28  23:00:00,0,1.6012419708,0,1.27
 01/28  24:00:00,0,1.2867178243,0,1.353
 01/29  01:00:00,0,0.9826543629,0,1.323
 01/29  02:00:00,0,0.8719586409,0,1.292
 01/29  03:00:00,0,0.8315388191,0,1.302
 01/29  04:00:00,0,0.8245163207,0,1.313
 01/29  05:00:00,0,0.8228475685,0,1.314
 01/29  06:00:00,0,0.8866925814,0,1.214
 01/29  07:00:00,0,1.1338827163,0,1.197
 01/29  08:00:00,64,1.4356873662,0.16,1.225
 01/29  09:00:00,278,1.3836573673,0.695,1.147
 01/29  10:00:00,465,1.199124199,1.1625,1.104
 01/29  11:00:00,601,1.1891713605,1.5025,1.103
 01/29  12:00:00,677,1.1529915331,1.6925,1.125
 01/29  13:00:00,686,1.1265145809,1.715,1.191
 01/29  14:00:00,629,1.0995469233,1.5725,1.325
 01/29  15:00:00,510,1.0851245787,1.275,1.452
 01/29  16:00:00,336,1.1604864827,0.84,1.519
 01/29  17:00:00,122,1.4416096497,0.305,1.535
 01/29  18:00:00,0,1.9700983114,0,1.589
 01/29  19:00:00,0,2.2835558123,0,1.593
 01/29  20:00:00,0,2.2452291761,0,1.61
 01/29  21:00:00,0,2.0972899293,0,1.587
 01/29  22:00:00,0,1.941664323,0,1.392
 01/29  23:00:00,0,1.6309520209,0,1.323
 01/29  24:00:00,0,1.3230112384,0,1.29
 01/30  01:00:00,0,1.0099374374,0,1.312
 01/30  02:00:00,0,0.8962365081,0,1.333
 01/30  03:00:00,0,0.8585975342,0,1.436
 01/30  04:00:00,0,0.8566315073,0,1.543
 01/30  05:00:00,0,0.8617771884,0,1.602
 01/30  06:00:00,0,0.9186453684,0,1.587
 01/30  07:00:00,0,1.1610091546,0,1.594
 01/30  08:00:00,67,1.4514574344,0.1675,1.597
 01/30  09:00:00,282,1.3718463461,0.705,1.604
 01/30  10:00:00,470,1.154423517,1.175,1.577
 01/30  11:00:00,606,1.1542697909,1.515,1.554
 01/30  12:00:00,682,1.0987560062,1.705,1.452
 01/30  13:00:00,692,1.0493925598,1.73,1.295
 01/30  14:00:00,635,1.0013608441,1.5875,1.234
 01/30  15:00:00,515,1.0018376429,1.2875,1.285
 01/30  16:00:00,342,1.0784823428,0.855,1.387
 01/30  17:00:00,127,1.359524008,0.3175,1.31
 01/30  18:00:00,0,1.8992179443,0,1.284
 01/30  19:00:00,0,2.2249086749,0,1.264
 01/30  20:00:00,0,2.1937298825,0,1.303
 01/30  21:00:00,0,2.0562014965,0,1.329
 01/30  22:00:00,0,1.9027092963,0,1.327
 01/30  23:00:00,0,1.5994969109,0,1.263
 01/30  24:00:00,0,1.3036793098,0,1.194
 01/31  01:00:00,0,1.0094836192,0,1.122
 01/31  02:00:00,0,0.8966331616,0,1.099
 01/31  03:00:00,0,0.8642363631,0,1.073
 01/31  04:00:00,0,0.8582050081,0,1.014
 01/31  05:00:00,0,0.8626131118,0,0.873
 01/31  06:00:00,0,0.9160786462,0,0.847
 01/31  07:00:00,0,1.133795982,0,0.827
 01/31  08:00:00,71,1.4459680583,0.1775,0.706
 01/31  09:00:00,287,1.3964253375,0.7175,0.587
 01/31  10:00:00,475,1.2075188067,1.1875,0.536
 01/31  11:00:00,612,1.2366340353,1.53,0.512
 01/31  12:00:00,688,1.1971537706,1.72,0.495
 01/31  13:00:00,698,1.1586070186,1.745,0.479
 01/31  14:00:00,641,1.1188600974,1.6025,0.521
 01/31  15:00:00,521,1.1137043868,1.3025,0.584
 01/31  16:00:00,347,1.1823570769,0.8675,0.577
 01/31  17:00:00,133,1.4433434009,0.3325,0.499
 01/31  18:00:00,1,1.9690440461,0.0025,0.512
 01/31  19:00:00,0,2.2679157534,0,0.585
 01/31  20:00:00,0,2.2242458187,0,0.647
 01/31  21:00:00,0,2.0696631909,0,0.726
 01/31  22:00:00,0,1.8935272495,0,0.789
 01/31  23:00:00,0,1.5652728291,0,0.837
 01/31  24:00:00,0,1.2440918273,0,0.856
 02/01  01:00:00,0,0.9244122154,0,1.022
 02/01  02:00:00,0,0.7905951717,0,1.186
 02/01  03:00:00,0,0.7268673552,0,1.264
 02/01  04:00:00,0,0.7015027368,0,1.281
 02/01  05:00:00,0,0.6921729006,0,1.318
 02/01  06:00:00,0,0.7452514393,0,1.398
 02/01  07:00:00,0,0.9410093328,0,1.431
 02/01  08:00:00,74,1.2095773862,0.185,1.449
 02/01  09:00:00,292,1.1390623888,0.73,1.395
 02/01  10:00:00,480,0.9911122427,1.2,1.355
 02/01  11:00:00,617,0.999364852,1.5425,1.348
 02/01  12:00:00,694,0.9904133467,1.735,1.371
 02/01  13:00:00,704,0.9665003541,1.76,1.308
 02/01  14:00:00,647,0.9364139177,1.6175,1.256
 02/01  15:00:00,527,0.9389857725,1.3175,1.006
 02/01  16:00:00,353,0.9889350447,0.8825,0.927
 02/01  17:00:00,138,1.1921729215,0.345,1.042
 02/01  18:00:00,1,1.6146672834,0.0025,1.06
 02/01  19:00:00,0,1.9313731943,0,1.007
 02/01  20:00:00,0,2.0422214911,0,1.063
 02/01  21:00:00,0,1.9597740644,0,1.052
 02/01  22:00:00,0,1.7786746321,0,0.867
 02/01  23:00:00,0,1.4553222474,0,0.766
 02/01  24:00:00,0,1.151636172,0,0.566
 02/02  01:00:00,0,0.8357560626,0,0.379
 02/02  02:00:00,0,0.7134133339,0,0.303
 02/02  03:00:00,0,0.6627548367,0,0.225
 02/02  04:00:00,0,0.6516188225,0,0.199
 02/02  05:00:00,0,0.6489732847,0,0.214
 02/02  06:00:00,0,0.7091582339,0,0.244
 02/02  07:00:00,0,0.901122924,0,0.254
 02/02  08:00:00,78,1.1909259427,0.195,0.274
 02/02  09:00:00,297,1.1330454606,0.7425,0.259
 02/02  10:00:00,485,0.9972626242,1.2125,0.222
 02/02  11:00:00,623,1.0322299735,1.5575,0.194
 02/02  12:00:00,699,1.0583979659,1.7475,0.165
 02/02  13:00:00,710,1.0125728213,1.775,0.115
 02/02  14:00:00,653,0.9912491745,1.6325,0.093
 02/02  15:00:00,533,0.9955516169,1.3325,0.071
 02/02  16:00:00,359,1.0536409764,0.8975,0.052
 02/02  17:00:00,144,1.2658101713,0.36,0.036
 02/02  18:00:00,2,1.7095856539,0.005,0.06
 02/02  19:00:00,0,2.0218230373,0,0.05
 02/02  20:00:00,0,2.138981451,0,0.063
 02/02  21:00:00,0,2.0648535968,0,0.09
 02/02  22:00:00,0,1.8901400488,0,0.136
 02/02  23:00:00,0,1.56923645,0,0.194
 02/02  24:00:00,0,1.2726373011,0,0.278
 02/03  01:00:00,0,0.9761228607,0,0.366
 02/03  02:00:00,0,0.8690986746,0,0.388
 02/03  03:00:00,0,0.8165864984,0,0.414
 02/03  04:00:00,0,0.8104957823,0,0.458
 02/03  05:00:00,0,0.8142601802,0,0.565
 02/03  06:00:00,0,0.8845917835,0,0.671
 02/03  07:00:00,0,1.1018327709,0,0.713
 02/03  08:00:00,81,1.3703144657,0.2025,0.814
 02/03  09:00:00,302,1.2932789909,0.755,0.811
 02/03  10:00:00,491,1.1187096224,1.2275,0.75
 02/03  11:00:00,628,1.1388493432,1.57,0.771
 02/03  12:00:00,705,1.0949083313,1.7625,0.803
 02/03  13:00:00,716,1.0543120096,1.79,0.785
 02/03  14:00:00,659,1.031379526,1.6475,0.726
 02/03  15:00:00,539,1.0249733652,1.3475,0.731
 02/03  16:00:00,365,1.0796602079,0.9125,0.796
 02/03  17:00:00,149,1.2872367162,0.3725,1
 02/03  18:00:00,3,1.735774578,0.0075,1.053
 02/03  19:00:00,0,2.0428479588,0,1.178
 02/03  20:00:00,0,2.1498091082,0,1.121
 02/03  21:00:00,0,2.0638771483,0,1.106
 02/03  22:00:00,0,1.8817625867,0,1.208
 02/03  23:00:00,0,1.5622660942,0,1.152
 02/03  24:00:00,0,1.2588198147,0,1.166
 02/04  01:00:00,0,0.9518342158,0,1.212
 02/04  02:00:00,0,0.8341632289,0,1.392
 02/04  03:00:00,0,0.7777583365,0,1.406
 02/04  04:00:00,0,0.7665859866,0,1.436
 02/04  05:00:00,0,0.7682681618,0,1.429
 02/04  06:00:00,0,0.8292464447,0,1.447
 02/04  07:00:00,0,1.0265173163,0,1.456
 02/04  08:00:00,85,1.3384138361,0.2125,1.443
 02/04  09:00:00,307,1.2670800929,0.7675,1.455
 02/04  10:00:00,496,1.1216980095,1.24,1.384
 02/04  11:00:00,634,1.1510106561,1.585,1.425
 02/04  12:00:00,711,1.1293350348,1.7775,1.415
 02/04  13:00:00,722,1.0933874089,1.805,1.351
 02/04  14:00:00,665,1.0595885809,1.6625,1.273
 02/04  15:00:00,545,1.0535417363,1.3625,1.327
 02/04  16:00:00,371,1.1069537081,0.9275,1.409
 02/04  17:00:00,155,1.3286783243,0.3875,1.418
 02/04  18:00:00,3,1.7822685639,0.0075,1.428
 02/04  19:00:00,0,2.0872949818,0,1.391
 02/04  20:00:00,0,2.2021753312,0,1.344
 02/04  21:00:00,0,2.1289846082,0,1.318
 02/04  22:00:00,0,1.9630707546,0,1.319
 02/04  23:00:00,0,1.6374317515,0,1.319
 02/04  24:00:00,0,1.3312386967,0,1.282
 02/05  01:00:00,0,1.0176685716,0,1.288
 02/05  02:00:00,0,0.9041569137,0,1.257
 02/05  03:00:00,0,0.860225934,0,1.219
 02/05  04:00:00,0,0.8551817974,0,1.137
 02/05  05:00:00,0,0.862490595,0,1.081
 02/05  06:00:00,0,0.9289073339,0,0.945
 02/05  07:00:00,0,1.1285706899,0,0.848
 02/05  08:00:00,89,1.4531679103,0.2225,0.798
 02/05  09:00:00,312,1.3570861616,0.78,0.684
 02/05  10:00:00,502,1.1957639867,1.255,0.513
 02/05  11:00:00,640,1.2099028659,1.6,0.426
 02/05  12:00:00,717,1.1816246923,1.7925,0.341
 02/05  13:00:00,728,1.1402390753,1.82,0.227
 02/05  14:00:00,671,1.103181009,1.6775,0.148
 02/05  15:00:00,551,1.0985276114,1.3775,0.111
 02/05  16:00:00,377,1.155266664,0.9425,0.11
 02/05  17:00:00,160,1.3681566031,0.4,0.084
 02/05  18:00:00,4,1.8401838294,0.01,0.095
 02/05  19:00:00,0,2.1515622966,0,0.141
 02/05  20:00:00,0,2.2890437273,0,0.248
 02/05  21:00:00,0,2.2120248329,0,0.421
 02/05  22:00:00,0,2.0321040677,0,0.653
 02/05  23:00:00,0,1.7005877004,0,0.924
 02/05  24:00:00,0,1.4023621579,0,1.109
 02/06  01:00:00,0,1.0832416646,0,1.171
 02/06  02:00:00,0,0.9491793667,0,1.096
 02/06  03:00:00,0,0.9049188094,0,0.987
 02/06  04:00:00,0,0.8843955996,0,1.009
 02/06  05:00:00,0,0.8736720195,0,1.054
 02/06  06:00:00,0,0.9325391116,0,1.071
 02/06  07:00:00,0,1.1253516529,0,1.126
 02/06  08:00:00,94,1.4317436112,0.235,1.181
 02/06  09:00:00,318,1.3206650161,0.795,1.197
 02/06  10:00:00,508,1.1386960813,1.27,1.243
 02/06  11:00:00,646,1.1546987419,1.615,1.197
 02/06  12:00:00,723,1.1063349453,1.8075,1.109
 02/06  13:00:00,734,1.0607524931,1.835,1.09
 02/06  14:00:00,678,1.0231760531,1.695,1.07
 02/06  15:00:00,558,1.0320039088,1.395,1.03
 02/06  16:00:00,383,1.1000933298,0.9575,1.052
 02/06  17:00:00,166,1.3222439767,0.415,1.017
 02/06  18:00:00,5,1.7817598221,0.0125,0.958
 02/06  19:00:00,0,2.0911935421,0,0.85
 02/06  20:00:00,0,2.2102639599,0,0.749
 02/06  21:00:00,0,2.1516412038,0,0.79
 02/06  22:00:00,0,1.9774840744,0,0.907
 02/06  23:00:00,0,1.6600863188,0,0.932
 02/06  24:00:00,0,1.3632092289,0,0.728
 02/07  01:00:00,0,1.0554618401,0,0.676
 02/07  02:00:00,0,0.9479750274,0,0.599
 02/07  03:00:00,0,0.9021772691,0,0.438
 02/07  04:00:00,0,0.895857668,0,0.418
 02/07  05:00:00,0,0.9131279519,0,0.575
 02/07  06:00:00,0,0.9700946539,0,0.629
 02/07  07:00:00,0,1.1923806109,0,0.669
 02/07  08:00:00,98,1.4797924637,0.245,0.86
 02/07  09:00:00,323,1.3552326618,0.8075,1.071
 02/07  10:00:00,513,1.162652789,1.2825,1.157
 02/07  11:00:00,652,1.1699661135,1.63,1.216
 02/07  12:00:00,729,1.131977473,1.8225,1.33
 02/07  13:00:00,740,1.0891102025,1.85,1.364
 02/07  14:00:00,684,1.0640353444,1.71,1.337
 02/07  15:00:00,564,1.0578405994,1.41,1.282
 02/07  16:00:00,389,1.1139003214,0.9725,1.27
 02/07  17:00:00,172,1.3281259271,0.43,1.293
 02/07  18:00:00,7,1.7774358888,0.0175,1.298
 02/07  19:00:00,0,2.0892486509,0,1.335
 02/07  20:00:00,0,2.2029777219,0,1.408
 02/07  21:00:00,0,2.1247521686,0,1.429
 02/07  22:00:00,0,1.9482067369,0,1.459
 02/07  23:00:00,0,1.6269865964,0,1.483
 02/07  24:00:00,0,1.317320501,0,1.467
 02/08  01:00:00,0,0.9973475497,0,1.438
 02/08  02:00:00,0,0.8746254689,0,1.476
 02/08  03:00:00,0,0.8203369138,0,1.457
 02/08  04:00:00,0,0.8116081281,0,1.47
 02/08  05:00:00,0,0.8064562008,0,1.474
 02/08  06:00:00,0,0.86344841,0,1.492
 02/08  07:00:00,0,1.0713826224,0,1.511
 02/08  08:00:00,103,1.3534441432,0.2575,1.478
 02/08  09:00:00,329,1.2532984182,0.8225,1.42
 02/08  10:00:00,519,1.096430151,1.2975,1.391
 02/08  11:00:00,658,1.1085070853,1.645,1.342
 02/08  12:00:00,736,1.0676887398,1.84,1.31
 02/08  13:00:00,747,1.0252463807,1.8675,1.201
 02/08  14:00:00,690,0.9955108776,1.725,1.035
 02/08  15:00:00,570,1.0106059882,1.425,0.955
 02/08  16:00:00,395,1.0754396869,0.9875,0.965
 02/08  17:00:00,177,1.2929369427,0.4425,1.021
 02/08  18:00:00,8,1.7440097003,0.02,1.104
 02/08  19:00:00,0,2.0552382535,0,1.086
 02/08  20:00:00,0,2.1711218995,0,1.006
 02/08  21:00:00,0,2.1012842552,0,0.968
 02/08  22:00:00,0,1.9220634343,0,0.922
 02/08  23:00:00,0,1.605934183,0,0.859
 02/08  24:00:00,0,1.3078039217,0,0.691
 02/09  01:00:00,0,1.0018911641,0,0.609
 02/09  02:00:00,0,0.8896853375,0,0.549
 02/09  03:00:00,0,0.8504599276,0,0.516
 02/09  04:00:00,0,0.8601127411,0,0.524
 02/09  05:00:00,0,0.8751780811,0,0.559
 02/09  06:00:00,0,0.9431208496,0,0.541
 02/09  07:00:00,0,1.173149828,0,0.52
 02/09  08:00:00,108,1.4537841833,0.27,0.488
 02/09  09:00:00,334,1.3438860516,0.835,0.442
 02/09  10:00:00,525,1.142629123,1.3125,0.388
 02/09  11:00:00,664,1.1594742171,1.66,0.349
 02/09  12:00:00,742,1.11993855,1.855,0.313
 02/09  13:00:00,753,1.085255654,1.8825,0.275
 02/09  14:00:00,696,1.0302855367,1.74,0.239
 02/09  15:00:00,576,1.0156956827,1.44,0.195
 02/09  16:00:00,401,1.0695405482,1.0025,0.189
 02/09  17:00:00,183,1.2757698318,0.4575,0.168
 02/09  18:00:00,9,1.7139200166,0.0225,0.168
 02/09  19:00:00,0,2.0208756828,0,0.124
 02/09  20:00:00,0,2.1339156085,0,0.085
 02/09  21:00:00,0,2.0543717508,0,0.086
 02/09  22:00:00,0,1.8739076062,0,0.077
 02/09  23:00:00,0,1.5517470171,0,0.075
 02/09  24:00:00,0,1.2483980596,0,0.067
 02/10  01:00:00,0,0.9316977398,0,0.073
 02/10  02:00:00,0,0.8101794973,0,0.071
 02/10  03:00:00,0,0.7597910963,0,0.071
 02/10  04:00:00,0,0.7510585314,0,0.059
 02/10  05:00:00,0,0.7557134254,0,0.041
 02/10  06:00:00,0,0.81941442,0,0.033
 02/10  07:00:00,0,1.0247415078,0,0.021
 02/10  08:00:00,113,1.3005124238,0.2825,0.018
 02/10  09:00:00,340,1.2255141944,0.85,0.026
 02/10  10:00:00,531,1.0554081704,1.3275,0.034
 02/10  11:00:00,671,1.0720265098,1.6775,0.041
 02/10  12:00:00,748,1.0436394462,1.87,0.042
 02/10  13:00:00,759,1.0126587888,1.8975,0.042
 02/10  14:00:00,703,0.9846267748,1.7575,0.049
 02/10  15:00:00,582,0.9827868188,1.455,0.055
 02/10  16:00:00,407,1.0406802125,1.0175,0.078
 02/10  17:00:00,189,1.2574514342,0.4725,0.102
 02/10  18:00:00,11,1.7125639649,0.0275,0.108
 02/10  19:00:00,0,2.0279058529,0,0.137
 02/10  20:00:00,0,2.146913393,0,0.159
 02/10  21:00:00,0,2.0780128672,0,0.194
 02/10  22:00:00,0,1.9092928458,0,0.257
 02/10  23:00:00,0,1.6059958011,0,0.312
 02/10  24:00:00,0,1.3184964972,0,0.348
 02/11  01:00:00,0,1.0191196874,0,0.406
 02/11  02:00:00,0,0.903366256,0,0.482
 02/11  03:00:00,0,0.8530753285,0,0.575
 02/11  04:00:00,0,0.8498493122,0,0.669
 02/11  05:00:00,0,0.8477179508,0,0.72
 02/11  06:00:00,0,0.9067602251,0,0.735
 02/11  07:00:00,0,1.1035136372,0,0.781
 02/11  08:00:00,119,1.397273909,0.2975,0.922
 02/11  09:00:00,346,1.3181232182,0.865,0.921
 02/11  10:00:00,537,1.147088618,1.3425,0.932
 02/11  11:00:00,677,1.1797880834,1.6925,0.923
 02/11  12:00:00,755,1.1516700985,1.8875,0.977
 02/11  13:00:00,766,1.1110679804,1.915,0.974
 02/11  14:00:00,709,1.072613144,1.7725,0.943
 02/11  15:00:00,589,1.069280565,1.4725,1.007
 02/11  16:00:00,413,1.1197622003,1.0325,1.038
 02/11  17:00:00,195,1.3221284745,0.4875,1.124
 02/11  18:00:00,13,1.7688178817,0.0325,1.201
 02/11  19:00:00,0,2.0767357146,0,1.222
 02/11  20:00:00,0,2.188255954,0,1.231
 02/11  21:00:00,0,2.1110598253,0,1.242
 02/11  22:00:00,0,1.9350306081,0,1.25
 02/11  23:00:00,0,1.6087310695,0,1.232
 02/11  24:00:00,0,1.2956675576,0,1.291
 02/12  01:00:00,0,0.9744555103,0,1.323
 02/12  02:00:00,0,0.8595799511,0,1.399
 02/12  03:00:00,0,0.8109143419,0,1.432
 02/12  04:00:00,0,0.7968122566,0,1.457
 02/12  05:00:00,0,0.7865493528,0,1.492
 02/12  06:00:00,0,0.8456776144,0,1.524
 02/12  07:00:00,0,1.0367395961,0,1.53
 02/12  08:00:00,124,1.3226617095,0.31,1.545
 02/12  09:00:00,352,1.2592544762,0.88,1.55
 02/12  10:00:00,544,1.1167438977,1.36,1.538
 02/12  11:00:00,683,1.142910226,1.7075,1.544
 02/12  12:00:00,761,1.1176535967,1.9025,1.528
 02/12  13:00:00,772,1.076128652,1.93,1.536
 02/12  14:00:00,716,1.0419013248,1.79,1.543
